Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"87"	"ZNF641"	"178.0"	"ARCHS4 Coexpression,67;Enrichr Queries,371;GTEx Coexpression,96"	"CXCL10,FCGR3A,CXCL8,SELL,CCL2,MNDA,S100A9"
"gene_set_query"	"88"	"ARID3C"	"179.0"	"ARCHS4 Coexpression,49;GTEx Coexpression,309"	"ADH4,ENTPD5,C4BPA,HMGCS2,PCK1"
"gene_set_query"	"89"	"GTF2B"	"181.0"	"ARCHS4 Coexpression,62;ENCODE ChIP-seq,107;ReMap ChIP-seq,262;GTEx Coexpression,293"	"CXCL8,BCL2A1,CCL20,MNDA,CXCL3"
"gene_set_query"	"90"	"FLI1"	"181.2"	"Literature ChIP-seq,120;ARCHS4 Coexpression,101;ENCODE ChIP-seq,108;Enrichr Queries,274;ReMap ChIP-seq,236;GTEx Coexpression,248"	"C3,CXCL10,FCGR3A,SELL,RBP2,IL1B,CCL2,S100P,MNDA,PTGDS,CXCL2"
"gene_set_query"	"91"	"POU2F2"	"181.4"	"ARCHS4 Coexpression,185;ENCODE ChIP-seq,109;Enrichr Queries,117;ReMap ChIP-seq,213;GTEx Coexpression,283"	"C3,CXCL10,FCGR3A,BCL2A1,SELL,IL1B,CCL2,CXCL1,MS4A1,CXCL2,MMP9"
"gene_set_query"	"92"	"NR4A3"	"182.3"	"ARCHS4 Coexpression,71;Enrichr Queries,56;GTEx Coexpression,420"	"C3,CXCL10,CXCL8,BCL2A1,CCL20,IL1B,CCL2,CXCL1,TIMP1,CXCL3,CXCL2"
"gene_set_query"	"93"	"SPIC"	"183.0"	"ARCHS4 Coexpression,497;Enrichr Queries,27;GTEx Coexpression,25"	"CXCL6,CXCL1,CXCL13,CXCL3,CXCL2,MMP9,C3,CXCL10,FCGR3A,SELL,IL1B,LCN2,CCL2,MS4A1,S100A9,S100A8"
"gene_set_query"	"94"	"CEBPA"	"183.0"	"Literature ChIP-seq,24;ARCHS4 Coexpression,63;Enrichr Queries,62;ReMap ChIP-seq,1;GTEx Coexpression,765"	"CXCL8,NNMT,BCL2A1,CCL20,REG4,ADIRF,CXCL2,MMP9,C3,ADH4,CXCL10,ANPEP,HSD17B2,SAA1,LCN2,CCL2,S100P,HMGCS2,TIMP1,PCK1,S100A9,S100A8"
"gene_set_query"	"95"	"NKX31"	"188.0"	"ARCHS4 Coexpression,177;GTEx Coexpression,199"	"PRAC1,ENTPD5"
"gene_set_query"	"96"	"FOXA1"	"189.0"	"Literature ChIP-seq,7;ARCHS4 Coexpression,455;ENCODE ChIP-seq,11;Enrichr Queries,402;ReMap ChIP-seq,150;GTEx Coexpression,109"	"PRAC1,REG3A,CXCL8,REG1A,C4BPA,CXCL3,CXCL2,CXCL5,C3,ADH4,CTSK,HSD17B2,UGT2A3,CCL2,HMGCS2,PITX2,PCK1,NOS2,CCL20,ENTPD5,PLA2G2A,MMP10,GREM1,CXCL10,CXCL11,LCN2,CHI3L1,S100P"
"gene_set_query"	"97"	"IRF1"	"190.8"	"Literature ChIP-seq,81;ARCHS4 Coexpression,75;ENCODE ChIP-seq,103;Enrichr Queries,18;ReMap ChIP-seq,108;GTEx Coexpression,760"	"CXCL9,CXCL8,AQP8,CXCL1,SLC35G1,CXCL3,CXCL2,C3,CXCL10,FCGR3A,TMEM158,SELL,IL1B,CCL2,MNDA,TIMP1,S100A9,S100A8,IDO1"
"gene_set_query"	"98"	"GTF2IRD1"	"191.5"	"ARCHS4 Coexpression,174;GTEx Coexpression,209"	"SELL,MNDA,PITX2"
"gene_set_query"	"99"	"MNX1"	"193.3"	"Literature ChIP-seq,109;ARCHS4 Coexpression,398;Enrichr Queries,245;GTEx Coexpression,21"	"REG1B,AQP8,REG4,REG1A,LPCAT1,GCG,SLC35G1,MMP9,CXCL10,ADH4,HSD17B2,PITX2,PTGDS"
"gene_set_query"	"100"	"TBX18"	"194.3"	"ARCHS4 Coexpression,138;Enrichr Queries,265;GTEx Coexpression,180"	"GREM1,CXCL10,CTSK,ADIRF,CCL2,PITX2"
"gene_set_query"	"101"	"ELF3"	"195.3"	"ARCHS4 Coexpression,47;Enrichr Queries,60;ReMap ChIP-seq,15;GTEx Coexpression,659"	"CXCL6,CXCL8,MMP7,CCL20,CXCL1,CXCL3,PDZK1IP1,CXCL2,CXCL5,C3,CXCL10,GSTA1,LCN2,CHP2,S100P,TIMP1,S100A9,DUOX2"
"gene_set_query"	"102"	"MAF"	"195.3"	"ARCHS4 Coexpression,16;Enrichr Queries,393;ReMap ChIP-seq,250;GTEx Coexpression,122"	"DEFA6,DEFA5,PLA2G2A,GUCA2B,GBA3,SERPINB5,C3,CXCL10,RBP2,MEP1B,ANPEP,CHP2,CCL2"
"gene_set_query"	"103"	"EGR3"	"195.7"	"ARCHS4 Coexpression,103;Enrichr Queries,75;GTEx Coexpression,409"	"C3,CXCL10,CXCL8,BCL2A1,IL1B,CCL2,CXCL1,TIMP1,CXCL2,MMP9,SERPINB5"
"gene_set_query"	"104"	"LYL1"	"196.6"	"Literature ChIP-seq,49;ARCHS4 Coexpression,165;Enrichr Queries,113;ReMap ChIP-seq,8;GTEx Coexpression,648"	"CXCL8,PDZK1IP1,MMP9,C3,CXCL10,SELL,RBP2,ANPEP,IL1B,CHI3L1,CCL2,S100P,MNDA,TIMP1,S100A9,S100A8"
"gene_set_query"	"105"	"TBX3"	"197.5"	"Literature ChIP-seq,121;ARCHS4 Coexpression,151;Enrichr Queries,444;GTEx Coexpression,74"	"PRAC1,GREM1,CXCL10,ANPEP,GSTA1,CCL2,ACSF2,S100A8"
"gene_set_query"	"106"	"EGR2"	"198.3"	"ARCHS4 Coexpression,116;Enrichr Queries,14;GTEx Coexpression,465"	"CXCL8,BCL2A1,CXCL1,CXCL3,CXCL2,MMP9,C3,CXCL10,IL1B,LCN2,CCL2,TIMP1,S100A9,S100A8"
"gene_set_query"	"107"	"TIGD3"	"199.3"	"ARCHS4 Coexpression,73;Enrichr Queries,480;GTEx Coexpression,45"	"CXCL10,FCGR3A,CASP5,SELL,MNDA,CXCL3,MMP9,S100A9"
"gene_set_query"	"108"	"FOXL1"	"200.0"	"ARCHS4 Coexpression,84;Enrichr Queries,327;GTEx Coexpression,189"	"GREM1,CXCL10,NNMT,TMEM158,ADIRF,TIMP1,PITX2"
"gene_set_query"	"109"	"TBX21"	"201.5"	"ARCHS4 Coexpression,94;Enrichr Queries,47;ReMap ChIP-seq,261;GTEx Coexpression,404"	"CXCL9,CXCL2,MMP9,C3,CXCL10,FCGR3A,SELL,IL1B,CCL2,MNDA,S100A9,S100A8,IDO1"
"gene_set_query"	"110"	"ZNF469"	"205.5"	"ARCHS4 Coexpression,250;GTEx Coexpression,161"	"GREM1"
"gene_set_query"	"111"	"BNC1"	"205.7"	"ARCHS4 Coexpression,202;Enrichr Queries,36;GTEx Coexpression,379"	"NNMT,MMP3,CXCL1,CXCL2,MMP9,SERPINB5,MMP10,GREM1,C3,CXCL10,CCL2,PITX2"
"gene_set_query"	"112"	"CEBPE"	"207.7"	"ARCHS4 Coexpression,118;Enrichr Queries,31;GTEx Coexpression,474"	"OLFM4,MMP9,C3,CXCL10,FCGR3A,SELL,ANPEP,IL1B,LCN2,CCL2,MNDA,S100A9,S100A8"
"gene_set_query"	"113"	"FOXN1"	"209.7"	"ARCHS4 Coexpression,114;Enrichr Queries,71;GTEx Coexpression,444"	"C3,CXCL10,CCL20,LCN2,CCL2,PI3,CCL19,MMP9,S100A9,SERPINB5,S100A8"
"gene_set_query"	"114"	"TFAP2A"	"210.5"	"Literature ChIP-seq,48;ARCHS4 Coexpression,396;ENCODE ChIP-seq,28;Enrichr Queries,423;ReMap ChIP-seq,69;GTEx Coexpression,299"	"SPINK4,CXCL8,NNMT,CCL11,NOS2,ENTPD5,TM4SF5,OLFM4,MMP9,SERPINB5,C3,GREM1,CXCL10,CCL2,S100P,PITX2,S100A9,S100A8,DUOX2"
"gene_set_query"	"115"	"NANOG"	"212.0"	"Literature ChIP-seq,61;ARCHS4 Coexpression,332;ENCODE ChIP-seq,118;Enrichr Queries,466;ReMap ChIP-seq,210;GTEx Coexpression,85"	"PRAC1,CXCL10,SLC16A1,GSTA1,CCL2,PITX2,MMP9,ACSF2,MMP10,ABCG2"
"gene_set_query"	"116"	"IKZF3"	"214.0"	"ARCHS4 Coexpression,271;Enrichr Queries,93;GTEx Coexpression,278"	"C3,CXCL10,SELL,IL1B,CCL2,MS4A1,MMP9,S100A9,S100A8"
"gene_set_query"	"117"	"TAL1"	"216.3"	"Literature ChIP-seq,75;ARCHS4 Coexpression,350;ENCODE ChIP-seq,27;Enrichr Queries,150;ReMap ChIP-seq,246;GTEx Coexpression,450"	"SPINK4,NNMT,BCL2A1,AQP8,REG4,LPCAT1,PDZK1IP1,MMP9,C3,CXCL10,RBP2,IL1B,CCL2,PCK1,S100A9,S100A8,ABCG2"
"gene_set_query"	"118"	"SPIB"	"216.8"	"ARCHS4 Coexpression,290;Enrichr Queries,46;ReMap ChIP-seq,94;GTEx Coexpression,437"	"CXCL9,BCL2A1,CXCL13,MMP9,C3,CXCL10,SELL,IL1B,LCN2,CCL2,MS4A1,S100A9,S100A8"
"gene_set_query"	"119"	"CREB3L1"	"217.3"	"ARCHS4 Coexpression,213;Enrichr Queries,160;ReMap ChIP-seq,282;GTEx Coexpression,214"	"C3,GREM1,CXCL10,NNMT,ANPEP,CCL2,SLC35G1,TIMP1"
"gene_set_query"	"120"	"IRF8"	"217.5"	"Literature ChIP-seq,41;ARCHS4 Coexpression,447;Enrichr Queries,19;GTEx Coexpression,363"	"ENTPD5,CXCL2,MMP9,C3,CXCL10,FCGR3A,SELL,IL1B,CCL2,MNDA,TIMP1,MS4A1,S100A9,S100A8"
"gene_set_query"	"121"	"NFKB2"	"217.8"	"ARCHS4 Coexpression,119;Enrichr Queries,74;ReMap ChIP-seq,4;GTEx Coexpression,674"	"CXCL9,MMP7,CCL11,CXCL8,BCL2A1,NOS2,CCL20,LPCAT1,CXCL1,MMP9,CXCL2,C3,CXCL10,CXCL11,ANPEP,IL1B,CCL2,TIMP1"
"gene_set_query"	"122"	"ZNF385A"	"224.0"	"ARCHS4 Coexpression,160;Enrichr Queries,152;GTEx Coexpression,360"	"C3,CXCL10,FCGR3A,ANPEP,CCL2,TIMP1,S100A9,MMP9,SERPINB5,S100A8"
"gene_set_query"	"123"	"HOXB6"	"226.7"	"ARCHS4 Coexpression,430;Enrichr Queries,210;GTEx Coexpression,40"	"C3,CXCL10,ENTPD5,CHP2,LCN2,UGT2A3,GUCA2B,CCL2,TIMP1,PITX2"
"gene_set_query"	"124"	"TP63"	"227.6"	"Literature ChIP-seq,21;ARCHS4 Coexpression,470;Enrichr Queries,98;ReMap ChIP-seq,208;GTEx Coexpression,341"	"CXCL10,CXCL8,IL1B,ADIRF,CCL2,MMP9,S100A9,SERPINB5,S100A8"
"gene_set_query"	"125"	"POU5F1"	"233.4"	"Literature ChIP-seq,73;ARCHS4 Coexpression,192;Enrichr Queries,632;ReMap ChIP-seq,243;GTEx Coexpression,27"	"PRAC1,SLC16A1,REG1A,HSD17B2,LPCAT1,UGT2A3,CCL2,SLC35G1,PITX2,MMP9"
"gene_set_query"	"126"	"HLX"	"234.7"	"ARCHS4 Coexpression,53;Enrichr Queries,55;GTEx Coexpression,596"	"C3,CXCL10,FCGR3A,ANPEP,IL1B,CCL2,MNDA,TIMP1,CXCL2,MMP9,S100A9,S100A8"
"gene_set_query"	"127"	"MEOX2"	"235.7"	"ARCHS4 Coexpression,208;Enrichr Queries,254;GTEx Coexpression,245"	"C3,CXCL10,CTSK,ADIRF,CCL2"
"gene_set_query"	"128"	"TLX1"	"236.7"	"ARCHS4 Coexpression,189;Enrichr Queries,503;GTEx Coexpression,18"	"CXCL6,CXCL10,FCGR3A,CCL11,CASP5,CXCL1,CXCL13,PITX2,MS4A1"
"gene_set_query"	"129"	"OVOL1"	"236.7"	"ARCHS4 Coexpression,107;Enrichr Queries,151;GTEx Coexpression,452"	"CXCL10,CXCL8,CXCL1,S100P,PI3,CXCL2,MMP9,SERPINB5,S100A8"
"gene_set_query"	"130"	"NR1H3"	"236.8"	"Literature ChIP-seq,6;ARCHS4 Coexpression,111;Enrichr Queries,44;ReMap ChIP-seq,37;GTEx Coexpression,986"	"MMP7,MMP1,CCL20,REG4,CYP3A4,MMP9,MMP10,C3,CXCL10,TMEM158,CTSK,ANPEP,IL1B,LCN2,CCL2,HMGCS2,TIMP1,S100A9,DUOX2,S100A8,IDO1"
"gene_set_query"	"131"	"NFE2L2"	"237.2"	"Literature ChIP-seq,66;ARCHS4 Coexpression,175;Enrichr Queries,406;ReMap ChIP-seq,242;GTEx Coexpression,297"	"C3,CXCL8,MMP7,IL1B,CCL2,TIMP1,SLC35G1,SERPINB5"
"gene_set_query"	"132"	"GATA3"	"238.8"	"Literature ChIP-seq,71;ARCHS4 Coexpression,710;ENCODE ChIP-seq,4;Enrichr Queries,400;ReMap ChIP-seq,113;GTEx Coexpression,135"	"SPINK4,CXCL9,CXCL8,NNMT,SLC16A1,PLA2G2A,CXCL2,SERPINB5,C3,CXCL10,TMEM158,SELL,DMBT1,CTSK,CHP2,CCL2,S100P,HMGCS2"
"gene_set_query"	"133"	"SP110"	"240.0"	"ARCHS4 Coexpression,90;Enrichr Queries,48;GTEx Coexpression,582"	"C3,CXCL10,CXCL11,FCGR3A,SELL,IL1B,CCL2,MNDA,TIMP1,CXCL2,S100A9"
"gene_set_query"	"134"	"IRF4"	"240.4"	"ARCHS4 Coexpression,459;ENCODE ChIP-seq,88;Enrichr Queries,116;ReMap ChIP-seq,257;GTEx Coexpression,282"	"C3,CXCL10,SELL,BCL2A1,IL1B,CCL2,MS4A1,CXCL2,MMP9,S100A8"
"gene_set_query"	"135"	"XBP1"	"242.3"	"ARCHS4 Coexpression,181;Enrichr Queries,660;ReMap ChIP-seq,73;GTEx Coexpression,55"	"MMP7,SELL,REG1B,REG1A,GCG,TM4SF5,S100P,PI3,TIMP1,S100A9"
"gene_set_query"	"136"	"ZBED2"	"244.3"	"ARCHS4 Coexpression,368;Enrichr Queries,1;GTEx Coexpression,364"	"CXCL9,CXCL8,BCL2A1,CXCL1,CXCL3,CXCL13,CXCL2,HSD17B2,CCL2,PI3,DUOX2,MMP7,MMP1,CCL20,MMP9,MMP10,SERPINB5,CXCL10,CXCL11,IL1B,LCN2,S100P,S100A9,S100A8"
"gene_set_query"	"137"	"IRF5"	"246.0"	"ARCHS4 Coexpression,194;Enrichr Queries,118;GTEx Coexpression,426"	"C3,CXCL10,FCGR3A,SELL,IL1B,CCL2,MS4A1,CXCL2,MMP9,S100A8"
"gene_set_query"	"138"	"GRHL3"	"247.0"	"ARCHS4 Coexpression,105;Enrichr Queries,185;GTEx Coexpression,451"	"CXCL10,LCN2,S100P,PI3,MMP9,S100A9,SERPINB5,S100A8"
"gene_set_query"	"139"	"REL"	"248.7"	"ARCHS4 Coexpression,336;Enrichr Queries,112;GTEx Coexpression,298"	"C3,CXCL10,CXCL8,BCL2A1,IL1B,CCL2,CXCL1,CXCL3,CXCL2"
"gene_set_query"	"140"	"ZNF488"	"249.5"	"ARCHS4 Coexpression,144;Enrichr Queries,355"	"CXCL10,CXCL8,MEP1B,CCL2,GUCA2B"
"gene_set_query"	"141"	"PDX1"	"251.0"	"Literature ChIP-seq,104;ARCHS4 Coexpression,590;Enrichr Queries,347;ReMap ChIP-seq,180;GTEx Coexpression,34"	"CXCL10,REG1B,AQP8,REG1A,GCG,PCK1,PITX2,ACSF2"
"gene_set_query"	"142"	"NR2E3"	"252.0"	"ARCHS4 Coexpression,222;Enrichr Queries,282"	"CXCL10,HSD17B2,PITX2,OLFM4,ACSF2"
"gene_set_query"	"143"	"RUNX1"	"252.6"	"Literature ChIP-seq,37;ARCHS4 Coexpression,642;Enrichr Queries,281;ReMap ChIP-seq,240;GTEx Coexpression,63"	"MMP7,NNMT,REG4,C3,CXCL10,TMEM158,DMBT1,FDCSP,CCL2,S100P,TIMP1,PTGDS,PITX2"
"gene_set_query"	"144"	"RUNX2"	"254.0"	"Literature ChIP-seq,119;ARCHS4 Coexpression,500;Enrichr Queries,217;ReMap ChIP-seq,159;GTEx Coexpression,275"	"BCL2A1,REG1A,LPCAT1,MMP9,CXCL2,GREM1,CXCL10,SELL,DMBT1,ANPEP,IL1B,CCL2,TIMP1,PITX2,S100A9"
"gene_set_query"	"145"	"ZNF860"	"254.0"	"ARCHS4 Coexpression,156;GTEx Coexpression,352"	"GCG,MS4A1,S100A8"
"gene_set_query"	"146"	"NR0B1"	"255.0"	"Literature ChIP-seq,93;ARCHS4 Coexpression,397;Enrichr Queries,367;GTEx Coexpression,163"	"CXCL10,ENTPD5,GSTA1,CCL2,GCG,TM4SF5,PITX2,MMP9,ABCG2"
"gene_set_query"	"147"	"GFI1B"	"255.2"	"Literature ChIP-seq,107;ARCHS4 Coexpression,227;Enrichr Queries,115;ReMap ChIP-seq,223;GTEx Coexpression,604"	"C3,CXCL10,SLC16A1,SELL,RBP2,IL1B,LCN2,SLC35G1,PDZK1IP1,MMP9,S100A9,S100A8"
"gene_set_query"	"148"	"PRDM1"	"255.6"	"ARCHS4 Coexpression,982;ENCODE ChIP-seq,25;Enrichr Queries,96;ReMap ChIP-seq,47;GTEx Coexpression,128"	"CXCL8,NNMT,BCL2A1,CCL20,CXCL1,PDZK1IP1,CXCL2,MMP9,SERPINB5,C3,CXCL10,CASP5,IL1B,GSTA1,CCL2,TIMP1,PI3,S100A9,S100A8"
"gene_set_query"	"149"	"ZNF589"	"256.5"	"ARCHS4 Coexpression,388;Enrichr Queries,218;ReMap ChIP-seq,18;GTEx Coexpression,402"	"CXCL9,CXCL8,SLC16A1,LPCAT1,CCL2,S100P,MNDA,CXCL1,CXCL3,MS4A1,CXCL2,CXCL5"
"gene_set_query"	"150"	"HOXA13"	"258.0"	"ARCHS4 Coexpression,421;Enrichr Queries,252;GTEx Coexpression,101"	"PRAC1,CXCL10,ENTPD5,CCL2,PITX2,MMP9"
"gene_set_query"	"151"	"STAT3"	"259.8"	"Literature ChIP-seq,54;ARCHS4 Coexpression,466;ENCODE ChIP-seq,9;Enrichr Queries,212;ReMap ChIP-seq,17;GTEx Coexpression,801"	"SPINK4,NNMT,SLC16A1,BCL2A1,NOS2,LPCAT1,CXCL2,MMP9,SERPINB5,C3,CXCL10,TMEM158,IL1B,LCN2,CCL2,S100P,MNDA,TIMP1,PI3,S100A9,S100A8"
"gene_set_query"	"152"	"PROX1"	"260.5"	"ARCHS4 Coexpression,32;Enrichr Queries,813;ReMap ChIP-seq,70;GTEx Coexpression,127"	"C3,ADH4,CXCL10,CCL20,ENTPD5,HSD17B2,GUCA2B,C4BPA,HMGCS2,PCK1"
"gene_set_query"	"153"	"GCM1"	"261.7"	"ARCHS4 Coexpression,574;Enrichr Queries,157;GTEx Coexpression,54"	"CXCL10,CASP5,SELL,IL1B,HSD17B2,CCL2,MNDA,PITX2,S100A9"
"gene_set_query"	"154"	"BARX1"	"261.7"	"ARCHS4 Coexpression,264;Enrichr Queries,344;GTEx Coexpression,177"	"GREM1,CXCL10,CHI3L1,PITX2"
"gene_set_query"	"155"	"NFKB1"	"262.8"	"ARCHS4 Coexpression,81;Enrichr Queries,80;ReMap ChIP-seq,85;GTEx Coexpression,805"	"C3,CXCL10,CXCL8,BCL2A1,ANPEP,IL1B,CCL2,CXCL1,TIMP1,CXCL3,MMP9,CXCL2"
"gene_set_query"	"156"	"STAT5A"	"262.8"	"Literature ChIP-seq,20;ARCHS4 Coexpression,451;ENCODE ChIP-seq,12;Enrichr Queries,107;ReMap ChIP-seq,175;GTEx Coexpression,812"	"SPINK4,CXCL8,BCL2A1,AQP8,CXCL1,OLFM4,PDZK1IP1,CXCL2,SERPINB5,C3,CXCL10,SELL,IL1B,LCN2,SAA1,CCL2,TIMP1,S100A8"
"gene_set_query"	"157"	"PTF1A"	"266.7"	"ARCHS4 Coexpression,30;Enrichr Queries,733;GTEx Coexpression,37"	"REG3A,REG1B,AQP8,REG1A,GSTA1,GCG,PITX2,CXCL3"
"gene_set_query"	"158"	"NKX21"	"268.0"	"ARCHS4 Coexpression,98;GTEx Coexpression,438"	"LPCAT1,C4BPA,DUOX2"
"gene_set_query"	"159"	"LBX2"	"269.3"	"ARCHS4 Coexpression,77;Enrichr Queries,319;GTEx Coexpression,412"	"ADH4,CXCL10,CXCL8,ANPEP,HSD17B2,CCL2,TM4SF5,PITX2,CXCL3"
"gene_set_query"	"160"	"KDM5B"	"274.0"	"Literature ChIP-seq,134;ARCHS4 Coexpression,478;ENCODE ChIP-seq,69;ReMap ChIP-seq,231;GTEx Coexpression,458"	"GREM1,SLC16A1,LPCAT1,PTGDS,PITX2,ABCG2"
"gene_set_query"	"161"	"BHLHA15"	"275.5"	"ARCHS4 Coexpression,532;GTEx Coexpression,19"	"REG1B,AQP8,REG1A,GCG,SLC35G1"
"gene_set_query"	"162"	"TBX15"	"276.0"	"ARCHS4 Coexpression,407;Enrichr Queries,168;GTEx Coexpression,253"	"GREM1,C3,CXCL10,NNMT,CCL2,PITX2"
"gene_set_query"	"163"	"SPDEF"	"279.3"	"ARCHS4 Coexpression,406;Enrichr Queries,226;GTEx Coexpression,206"	"PRAC1,CXCL10,LCN2,S100P,HMGCS2,CXCL2"
"gene_set_query"	"164"	"ZNF831"	"280.0"	"ARCHS4 Coexpression,327;Enrichr Queries,194;GTEx Coexpression,319"	"CXCL10,FCGR3A,CXCL8,SELL,CCL2,MMP9"
"gene_set_query"	"165"	"RXRA"	"280.5"	"Literature ChIP-seq,15;ARCHS4 Coexpression,102;ENCODE ChIP-seq,30;Enrichr Queries,1163;ReMap ChIP-seq,155;GTEx Coexpression,218"	"REG4,LPCAT1,C4BPA,CXCL2,SERPINB5,C3,GREM1,CXCL10,FCGR3A,IL1B,UGT2A3,CHI3L1,MNDA,HMGCS2,PCK1,S100A9,S100A8"
"gene_set_query"	"166"	"PAX5"	"281.4"	"ARCHS4 Coexpression,449;ENCODE ChIP-seq,101;Enrichr Queries,227;ReMap ChIP-seq,233;GTEx Coexpression,397"	"CXCL10,SELL,IL1B,ENTPD5,LPCAT1,PITX2,MS4A1,MMP9"
"gene_set_query"	"167"	"NR1I3"	"284.0"	"ARCHS4 Coexpression,464;Enrichr Queries,61;GTEx Coexpression,327"	"C3,ADH4,CXCL10,NNMT,ANPEP,HSD17B2,LCN2,HMGCS2,PCK1,S100A8,ABCG2"
"gene_set_query"	"168"	"GRHL1"	"284.3"	"ARCHS4 Coexpression,252;Enrichr Queries,300;GTEx Coexpression,301"	"CXCL10,LCN2,PDZK1IP1,S100A9,SERPINB5,S100A8"
"gene_set_query"	"169"	"MITF"	"284.8"	"Literature ChIP-seq,125;ARCHS4 Coexpression,265;Enrichr Queries,385;ReMap ChIP-seq,271;GTEx Coexpression,378"	"CXCL8,SLC16A1,BCL2A1,REG4,CXCL13,ACSF2,C3,GREM1,CXCL10,RBP2,CTSK,CCL2,S100P,PITX2,PTGDS,PCK1"
"gene_set_query"	"170"	"HES1"	"285.3"	"ARCHS4 Coexpression,508;Enrichr Queries,278;ReMap ChIP-seq,60;GTEx Coexpression,295"	"CXCL10,CASP5,CCL2,S100P,TIMP1,CXCL2,SERPINB5"
"gene_set_query"	"171"	"MYCL"	"285.5"	"ARCHS4 Coexpression,196;GTEx Coexpression,375"	"MNDA,S100A9,SERPINB5"
"gene_set_query"	"172"	"HOXC6"	"288.0"	"ARCHS4 Coexpression,668;Enrichr Queries,106;GTEx Coexpression,90"	"GREM1,CXCL10,NNMT,CTSK,CCL2,CXCL1,TIMP1,PITX2,MMP9"
"gene_set_query"	"173"	"FOXF1"	"290.0"	"ARCHS4 Coexpression,55;Enrichr Queries,138;GTEx Coexpression,677"	"GREM1,C3,CXCL10,TMEM158,MMP1,CCL2,TIMP1,PITX2,CXCL2"
"gene_set_query"	"174"	"GATA1"	"290.0"	"Literature ChIP-seq,44;ARCHS4 Coexpression,659;ENCODE ChIP-seq,18;Enrichr Queries,86;ReMap ChIP-seq,219;GTEx Coexpression,714"	"SPINK4,NNMT,AQP8,PDZK1IP1,MMP9,CXCL10,SELL,IL1B,ANPEP,LCN2,TIMP1,PCK1,S100A9,S100A8"
"gene_set_query"	"175"	"STAT6"	"291.0"	"Literature ChIP-seq,22;ARCHS4 Coexpression,100;Enrichr Queries,463;GTEx Coexpression,579"	"C3,CXCL10,FCGR3A,SELL,CCL2,MNDA,TIMP1"
"gene_set_query"	"176"	"MYC"	"291.2"	"Literature ChIP-seq,27;ARCHS4 Coexpression,950;ENCODE ChIP-seq,45;Enrichr Queries,166;ReMap ChIP-seq,239;GTEx Coexpression,320"	"CXCL9,MMP7,CCL20,ENTPD5,SLC35G1,CXCL2,MMP9,SERPINB5,MMP10,CXCL10,CXCL11,IL1B,SAA1,CCL2,CHI3L1,TIMP1,HMGCS2,PTGDS,PCK1,PITX2,S100A9,S100A8,ABCG2"
"gene_set_query"	"177"	"HOXA1"	"291.3"	"ARCHS4 Coexpression,167;Enrichr Queries,172;GTEx Coexpression,535"	"CXCL10,CCL2,CXCL1,PITX2,CXCL2,MMP9,SERPINB5"
"gene_set_query"	"178"	"TFAP2C"	"292.7"	"Literature ChIP-seq,51;ARCHS4 Coexpression,367;ENCODE ChIP-seq,34;Enrichr Queries,818;ReMap ChIP-seq,156;GTEx Coexpression,330"	"SPINK4,CXCL8,ENTPD5,LPCAT1,MMP9,SERPINB5,C3,S100P,TIMP1,PTGDS,PITX2,S100A9,S100A8"
"gene_set_query"	"179"	"EOMES"	"295.2"	"Literature ChIP-seq,57;ARCHS4 Coexpression,892;Enrichr Queries,73;ReMap ChIP-seq,46;GTEx Coexpression,408"	"PRAC1,SLC16A1,CCL20,MMP9,C3,CXCL10,FCGR3A,DMBT1,SELL,CTSK,IL1B,HSD17B2,CCL2,PITX2,S100A9,S100A8,IDO1,ABCG2"
"gene_set_query"	"180"	"ELF1"	"295.4"	"Literature ChIP-seq,103;ARCHS4 Coexpression,405;ENCODE ChIP-seq,85;ReMap ChIP-seq,214;GTEx Coexpression,670"	"C3,SELL,CHP2,MNDA,TIMP1"
"gene_set_query"	"181"	"ZNF438"	"296.0"	"ARCHS4 Coexpression,132;Enrichr Queries,633;GTEx Coexpression,123"	"CXCL10,SELL,IL1B,MNDA,PDZK1IP1"
"gene_set_query"	"182"	"PAX9"	"298.7"	"ARCHS4 Coexpression,378;Enrichr Queries,205;GTEx Coexpression,313"	"GREM1,CXCL10,LCN2,S100P,PITX2,MMP9,S100A8"
"gene_set_query"	"183"	"NR2F6"	"299.5"	"ARCHS4 Coexpression,802;Enrichr Queries,297;ReMap ChIP-seq,35;GTEx Coexpression,64"	"CCL20,ENTPD5,TM4SF5,ACSF2,C3,CXCL10,HSD17B2,LCN2,S100P,HMGCS2,PCK1,S100A9"
"gene_set_query"	"184"	"TGIF1"	"299.7"	"ARCHS4 Coexpression,275;Enrichr Queries,232;GTEx Coexpression,392"	"CXCL10,NNMT,SLC16A1,IL1B,CCL2,TIMP1,CXCL2"
"gene_set_query"	"185"	"SALL4"	"299.8"	"Literature ChIP-seq,12;ARCHS4 Coexpression,364;Enrichr Queries,586;GTEx Coexpression,237"	"SLC16A1,MMP1,DEFA5,LPCAT1,MMP9,CXCL10,DMBT1,SELL,IL1B,CCL2,PITX2,PCK1,DUOX2,IDO1"
